episode,step,cat_id,state_mean,state_std,action_idx,intent,reward,done,next_state_mean,next_state_std
2,60,orange,0.073736,0.960554,0,idle_wander,0.0,False,0.073816,0.96056
2,61,orange,0.030615,0.136312,0,idle_wander,0.0,False,0.030719,0.136421
2,62,orange,-0.019787,0.765007,14,stare_at_window,0.0,False,-0.019681,0.765029
2,63,orange,0.073816,0.96056,0,idle_wander,0.0,False,0.073747,0.960568
2,64,orange,0.030719,0.136421,0,idle_wander,0.0,False,0.030674,0.136489
2,65,orange,-0.019681,0.765029,0,idle_wander,0.0,False,-0.019963,0.764887
2,66,orange,0.073747,0.960568,0,idle_wander,0.0,False,0.073863,0.960576
2,67,orange,0.030674,0.136489,0,idle_wander,0.0,False,0.030814,0.136623
2,68,orange,-0.019963,0.764887,0,idle_wander,0.0,False,-0.019584,0.765061
2,69,orange,0.073863,0.960576,0,idle_wander,0.0,False,0.073772,0.960585
2,70,orange,0.030814,0.136623,0,idle_wander,0.0,False,0.030698,0.13665
2,71,orange,-0.019584,0.765061,0,idle_wander,0.0,False,-0.01965,0.765065
2,72,orange,0.073772,0.960585,0,idle_wander,0.0,False,0.073867,0.960597
2,73,orange,0.030698,0.13665,9,hiss_warning,-0.1,False,0.030823,0.513496
2,74,orange,-0.01965,0.765065,0,idle_wander,0.0,False,-0.019482,0.7651
2,75,orange,0.073867,0.960597,0,idle_wander,0.0,False,0.073706,0.960607
2,76,orange,0.030823,0.513496,0,idle_wander,0.0,False,0.030686,0.513504
2,77,orange,-0.019482,0.7651,0,idle_wander,0.0,False,-0.01957,0.765101
2,78,orange,0.073706,0.960607,0,idle_wander,0.0,False,0.073827,0.960624
2,79,orange,0.030686,0.513504,0,idle_wander,0.0,False,0.03083,0.513548
2,80,orange,-0.01957,0.765101,0,idle_wander,0.0,False,-0.019376,0.765144
2,81,orange,0.073827,0.960624,0,idle_wander,0.0,False,0.073772,0.960638
2,82,orange,0.03083,0.513548,0,idle_wander,0.0,False,0.030799,0.513571
2,83,orange,-0.019376,0.765144,14,stare_at_window,0.0,False,-0.019359,0.76516
2,84,orange,0.073772,0.960638,0,idle_wander,0.0,False,0.073761,0.960654
2,85,orange,0.030799,0.513571,0,idle_wander,0.0,False,0.03085,0.513605
2,86,orange,-0.019359,0.76516,0,idle_wander,0.0,False,-0.019544,0.765037
2,87,orange,0.073761,0.960654,0,idle_wander,0.0,False,0.073598,0.960663
2,88,orange,0.03085,0.513605,6,social_groom,0.8,False,0.044626,0.739842
2,89,orange,-0.019544,0.765037,14,stare_at_window,0.0,False,-0.019684,0.765029
2,90,orange,0.073598,0.960663,8,hide,0.0,False,0.073774,0.96068
2,91,orange,0.044626,0.739842,0,idle_wander,0.0,False,0.04485,0.739878
2,92,orange,-0.019684,0.765029,0,idle_wander,0.0,False,-0.01946,0.765079
2,93,orange,0.073774,0.96068,0,idle_wander,0.0,False,0.073736,0.960691
2,94,orange,0.04485,0.739878,10,curious_inspect,0.0,False,0.080043,0.885725
2,95,orange,-0.01946,0.765079,0,idle_wander,0.0,False,-0.019475,0.76509
2,96,orange,0.073736,0.960691,0,idle_wander,0.0,False,0.073587,0.960705
2,97,orange,0.080043,0.885725,0,idle_wander,0.0,False,0.079947,0.88574
2,98,orange,-0.019475,0.76509,0,idle_wander,0.0,False,-0.019562,0.765091
2,99,orange,0.073587,0.960705,4,sleep,0.3,False,0.074816,0.961523
2,100,orange,0.079947,0.88574,0,idle_wander,0.0,False,0.08009,0.88576
2,101,orange,-0.019562,0.765091,0,idle_wander,0.0,False,-0.019409,0.76513
2,102,orange,0.074816,0.961523,0,idle_wander,0.0,False,0.074708,0.961521
2,103,orange,0.08009,0.88576,0,idle_wander,0.0,False,0.080006,0.885774
2,104,orange,-0.019409,0.76513,7,social_play,0.8,False,-0.037565,0.927176
2,105,orange,0.074708,0.961521,0,idle_wander,0.0,False,0.075783,0.961784
2,106,orange,0.080006,0.885774,0,idle_wander,0.0,False,0.081104,0.886068
2,107,orange,-0.037565,0.927176,6,social_groom,0.8,False,-0.037177,0.927401
2,108,orange,0.075783,0.961784,0,idle_wander,0.0,False,0.075797,0.961793
2,109,orange,0.081104,0.886068,0,idle_wander,0.0,False,0.081143,0.886091
2,110,orange,-0.037177,0.927401,0,idle_wander,0.0,False,-0.037139,0.927422
2,111,orange,0.075797,0.961793,3,eat,0.0,False,0.075387,0.961583
2,112,orange,0.081143,0.886091,3,eat,0.0,False,0.080756,0.8859
2,113,orange,-0.037139,0.927422,0,idle_wander,0.0,False,-0.037217,0.927373
2,114,orange,0.075387,0.961583,0,idle_wander,0.0,False,0.075103,0.961485
2,115,orange,0.080756,0.8859,0,idle_wander,0.0,False,0.080495,0.885811
2,116,orange,-0.037217,0.927373,0,idle_wander,0.0,False,-0.037194,0.927386
2,117,orange,0.075103,0.961485,0,idle_wander,0.0,False,0.074572,0.961323
2,118,orange,0.080495,0.885811,0,idle_wander,0.0,False,0.079988,0.885652
2,119,orange,-0.037194,0.927386,0,idle_wander,0.0,False,-0.037416,0.92727
2,120,orange,0.074572,0.961323,0,idle_wander,0.0,False,0.074495,0.961367
2,121,orange,0.079988,0.885652,0,idle_wander,0.0,False,0.079935,0.885714
2,122,orange,-0.037416,0.92727,0,idle_wander,0.0,False,-0.037185,0.927391
2,123,orange,0.074495,0.961367,0,idle_wander,0.0,False,0.074175,0.961348
2,124,orange,0.079935,0.885714,0,idle_wander,0.0,False,0.079639,0.885709
2,125,orange,-0.037185,0.927391,0,idle_wander,0.0,False,-0.037197,0.927384
2,126,orange,0.074175,0.961348,0,idle_wander,0.0,False,0.074298,0.961412
2,127,orange,0.079639,0.885709,14,stare_at_window,0.0,False,0.079809,0.885803
2,128,orange,-0.037197,0.927384,0,idle_wander,0.0,False,-0.037017,0.927489
2,129,orange,0.074298,0.961412,0,idle_wander,0.0,False,0.073926,0.96126
2,130,orange,0.079809,0.885803,0,idle_wander,0.0,False,0.079461,0.885653
2,131,orange,-0.037017,0.927489,0,idle_wander,0.0,False,-0.037347,0.92731
2,132,orange,0.073926,0.96126,0,idle_wander,0.0,False,0.074208,0.961373
2,133,orange,0.079461,0.885653,0,idle_wander,0.0,False,0.079766,0.885787
2,134,orange,-0.037347,0.92731,0,idle_wander,0.0,False,-0.037022,0.927485
2,135,orange,0.074208,0.961373,0,idle_wander,0.0,False,0.073702,0.961187
2,136,orange,0.079766,0.885787,0,idle_wander,0.0,False,0.079284,0.885602
2,137,orange,-0.037022,0.927485,14,stare_at_window,0.0,False,-0.037485,0.927255
2,138,orange,0.073702,0.961187,8,hide,0.0,False,0.027899,0.98529
2,139,orange,0.079284,0.885602,0,idle_wander,0.0,False,0.079498,0.885674
2,140,orange,-0.037485,0.927255,0,idle_wander,0.0,False,-0.037253,0.927359
2,141,orange,0.027899,0.98529,0,idle_wander,0.0,False,0.028225,0.985445
2,142,orange,0.079498,0.885674,0,idle_wander,0.0,False,0.079847,0.885839
2,143,orange,-0.037253,0.927359,0,idle_wander,0.0,False,-0.036885,0.927569
2,144,orange,0.028225,0.985445,8,hide,0.5,False,0.028011,0.98535
2,145,orange,0.079847,0.885839,0,idle_wander,0.0,False,0.07968,0.885756
2,146,orange,-0.036885,0.927569,10,curious_inspect,0.0,False,-0.037033,0.927477
2,147,orange,0.028011,0.98535,0,idle_wander,0.0,False,0.027837,0.98527
2,148,orange,0.07968,0.885756,0,idle_wander,0.0,False,0.079523,0.885688
2,149,orange,-0.037033,0.927477,0,idle_wander,0.0,False,-0.037171,0.927402
2,150,orange,0.027837,0.98527,0,idle_wander,0.0,False,0.027555,0.985157
2,151,orange,0.079523,0.885688,0,idle_wander,0.0,False,0.079194,0.885593
2,152,orange,-0.037171,0.927402,14,stare_at_window,0.0,False,-0.037434,0.927284
2,153,orange,0.027555,0.985157,0,idle_wander,0.0,False,0.027545,0.985155
2,154,orange,0.079194,0.885593,0,idle_wander,0.0,False,0.079184,0.885605
2,155,orange,-0.037434,0.927284,0,idle_wander,0.0,False,-0.037377,0.927307
2,156,orange,0.027545,0.985155,0,idle_wander,0.0,False,0.027958,0.985337
2,157,orange,0.079184,0.885605,0,idle_wander,0.0,False,0.079597,0.885798
2,158,orange,-0.037377,0.927307,0,idle_wander,0.0,False,-0.036898,0.927556
2,159,orange,0.027958,0.985337,0,idle_wander,0.0,False,0.027485,0.985139
2,160,orange,0.079597,0.885798,0,idle_wander,0.0,False,0.079124,0.885618
2,161,orange,-0.036898,0.927556,0,idle_wander,0.0,False,-0.037304,0.927338
2,162,orange,0.027485,0.985139,0,idle_wander,0.0,False,0.027709,0.985238
2,163,orange,0.079124,0.885618,0,idle_wander,0.0,False,0.079385,0.885725
2,164,orange,-0.037304,0.927338,0,idle_wander,0.0,False,-0.037015,0.927484
2,165,orange,0.027709,0.985238,0,idle_wander,0.0,False,0.027898,0.985335
2,166,orange,0.079385,0.885725,0,idle_wander,0.0,False,0.079584,0.885835
2,167,orange,-0.037015,0.927484,0,idle_wander,0.0,False,-0.036788,0.927624
2,168,orange,0.027898,0.985335,0,idle_wander,0.0,False,0.090626,0.956958
2,169,orange,0.079584,0.885835,14,stare_at_window,0.0,False,0.078954,0.88557
2,170,orange,-0.036788,0.927624,0,idle_wander,0.0,False,-0.037413,0.927289
2,171,orange,0.090626,0.956958,8,hide,0.0,False,0.05488,0.938234
2,172,orange,0.078954,0.88557,14,stare_at_window,0.0,False,0.079127,0.88563
2,173,orange,-0.037413,0.927289,0,idle_wander,0.0,False,-0.037235,0.927365
2,174,orange,0.05488,0.938234,8,hide,0.0,False,0.055066,0.938301
2,175,orange,0.079127,0.88563,8,hide,0.0,False,0.065643,0.920701
2,176,orange,-0.037235,0.927365,4,sleep,0.0,False,-0.037021,0.927475
2,177,orange,0.055066,0.938301,8,hide,0.0,False,0.05491,0.938222
2,178,orange,0.065643,0.920701,8,hide,0.0,False,0.107905,0.917269
2,179,orange,-0.037021,0.927475,4,sleep,0.0,False,-0.037148,0.927404
2,180,orange,0.05491,0.938222,8,hide,0.0,False,0.054625,0.938106
2,181,orange,0.107905,0.917269,8,hide,0.0,False,0.107478,0.917153
2,182,orange,-0.037148,0.927404,4,sleep,0.0,False,-0.037144,0.927407
2,183,orange,0.054625,0.938106,8,hide,0.0,False,0.096492,0.913074
2,184,orange,0.107478,0.917153,8,hide,0.0,False,0.108136,0.970649
2,185,orange,-0.037144,0.927407,14,stare_at_window,0.0,False,-0.036312,0.928288
2,186,orange,0.096492,0.913074,8,hide,0.0,False,0.09632,0.912989
2,187,orange,0.108136,0.970649,8,hide,0.5,False,0.107131,0.917181
2,188,orange,-0.036312,0.928288,0,idle_wander,0.0,False,-0.036284,0.928299
2,189,orange,0.09632,0.912989,8,hide,0.5,False,0.096311,0.912973
2,190,orange,0.107131,0.917181,4,sleep,0.3,False,0.108282,0.917651
2,191,orange,-0.036284,0.928299,0,idle_wander,0.0,False,-0.036093,0.928405
2,192,orange,0.096311,0.912973,10,curious_inspect,0.0,False,0.095923,0.912826
2,193,orange,0.108282,0.917651,0,idle_wander,0.0,False,0.107864,0.917499
2,194,orange,-0.036093,0.928405,0,idle_wander,0.0,False,-0.036288,0.928334
2,195,orange,0.095923,0.912826,10,curious_inspect,0.0,False,0.0961,0.912862
2,196,orange,0.107864,0.917499,0,idle_wander,0.0,False,0.108017,0.91752
2,197,orange,-0.036288,0.928334,0,idle_wander,0.0,False,-0.03591,0.928527
2,198,orange,0.0961,0.912862,5,play_with_toy,0.0,False,0.09633,0.912944
2,199,orange,0.108017,0.91752,0,idle_wander,0.0,False,0.108224,0.917587
2,200,orange,-0.03591,0.928527,6,social_groom,0.8,False,-0.032192,0.94976
2,201,orange,0.09633,0.912944,5,play_with_toy,0.0,False,0.095952,0.912781
2,202,orange,0.108224,0.917587,0,idle_wander,0.0,False,0.107822,0.917417
2,203,orange,-0.032192,0.94976,0,idle_wander,0.0,False,-0.03237,0.949688
2,204,orange,0.095952,0.912781,5,play_with_toy,0.0,False,0.095911,0.912662
2,205,orange,0.107822,0.917417,0,idle_wander,0.0,False,0.108018,0.917472
2,206,orange,-0.03237,0.949688,14,stare_at_window,0.0,False,-0.03195,0.949926
2,207,orange,0.095911,0.912662,0,idle_wander,0.0,False,0.095591,0.912538
2,208,orange,0.108018,0.917472,0,idle_wander,0.0,False,0.107698,0.917337
2,209,orange,-0.03195,0.949926,0,idle_wander,0.0,False,-0.032046,0.949909
2,210,orange,0.095591,0.912538,0,idle_wander,0.0,False,0.095359,0.912463
2,211,orange,0.107698,0.917337,0,idle_wander,0.0,False,0.107476,0.91725
2,212,orange,-0.032046,0.949909,14,stare_at_window,0.0,False,-0.032053,0.949957
2,213,orange,0.095359,0.912463,0,idle_wander,0.0,False,0.095815,0.91263
2,214,orange,0.107476,0.91725,0,idle_wander,0.0,False,0.107922,0.917398
2,215,orange,-0.032053,0.949957,0,idle_wander,0.0,False,-0.031373,0.950334
2,216,orange,0.095815,0.91263,0,idle_wander,0.0,False,0.095739,0.912599
2,217,orange,0.107922,0.917398,0,idle_wander,0.0,False,0.107846,0.917353
2,218,orange,-0.031373,0.950334,0,idle_wander,0.0,False,-0.031225,0.950454
2,219,orange,0.095739,0.912599,2,ask_for_attention,-0.1,False,0.095405,0.912443
2,220,orange,0.107846,0.917353,0,idle_wander,0.0,False,0.107488,0.91719
2,221,orange,-0.031225,0.950454,3,eat,0.0,False,-0.031368,0.950421
2,222,orange,0.095405,0.912443,8,hide,0.0,False,0.095062,0.91233
2,223,orange,0.107488,0.91719,0,idle_wander,0.0,False,0.10714,0.917069
2,224,orange,-0.031368,0.950421,3,eat,0.0,False,-0.031501,0.950436
2,225,orange,0.095062,0.91233,8,hide,0.0,False,0.095057,0.912306
2,226,orange,0.10714,0.917069,0,idle_wander,0.0,False,0.107111,0.917034
2,227,orange,-0.031501,0.950436,9,hiss_warning,-0.1,False,0.03639,0.935384
2,228,orange,0.095057,0.912306,8,hide,0.0,False,0.095483,0.912437
2,229,orange,0.107111,0.917034,0,idle_wander,0.0,False,0.107514,0.917149
2,230,orange,0.03639,0.935384,3,eat,0.0,False,0.036623,0.935475
2,231,orange,0.095483,0.912437,8,hide,0.0,False,0.131882,0.90641
2,232,orange,0.107514,0.917149,0,idle_wander,0.0,False,0.107052,0.916968
2,233,orange,0.036623,0.935475,0,idle_wander,0.0,False,0.036041,0.935265
2,234,orange,0.131882,0.90641,8,hide,0.0,False,0.13209,0.906454
2,235,orange,0.107052,0.916968,0,idle_wander,0.0,False,0.107237,0.917007
2,236,orange,0.036041,0.935265,0,idle_wander,0.0,False,0.036029,0.935274
2,237,orange,0.13209,0.906454,8,hide,0.5,False,0.117888,0.88313
2,238,orange,0.107237,0.917007,0,idle_wander,0.0,False,0.10702,0.916915
2,239,orange,0.036029,0.935274,0,idle_wander,0.0,False,0.035602,0.935139
2,240,orange,0.117888,0.88313,0,idle_wander,0.0,False,0.117962,0.883135
2,241,orange,0.10702,0.916915,0,idle_wander,0.0,False,0.107064,0.916912
2,242,orange,0.035602,0.935139,14,stare_at_window,0.0,False,0.035435,0.935141
2,243,orange,0.117962,0.883135,0,idle_wander,0.0,False,0.118094,0.883176
2,244,orange,0.107064,0.916912,8,hide,0.0,False,0.107173,0.916944
2,245,orange,0.035435,0.935141,7,social_play,0.8,False,0.03512,0.93508
2,246,orange,0.118094,0.883176,0,idle_wander,0.0,False,0.118166,0.883201
2,247,orange,0.107173,0.916944,8,hide,0.0,False,0.10765,0.970366
2,248,orange,0.03512,0.93508,0,idle_wander,0.0,False,0.035217,0.935119
2,249,orange,0.118166,0.883201,0,idle_wander,0.0,False,0.117835,0.883048
2,250,orange,0.10765,0.970366,8,hide,0.0,False,0.106866,0.916799
2,251,orange,0.035217,0.935119,0,idle_wander,0.0,False,0.034913,0.934954
2,252,orange,0.117835,0.883048,0,idle_wander,0.0,False,0.11768,0.882982
2,253,orange,0.106866,0.916799,1,approach_player,-0.1,False,0.106688,0.916725
2,254,orange,0.034913,0.934954,0,idle_wander,0.0,False,0.034312,0.934295
2,255,orange,0.11768,0.882982,0,idle_wander,0.0,False,0.117717,0.882982
2,256,orange,0.106688,0.916725,8,hide,0.0,False,0.106701,0.916716
2,257,orange,0.034312,0.934295,14,stare_at_window,0.0,False,0.034377,0.934307
2,258,orange,0.117717,0.882982,8,hide,0.0,False,0.117571,0.882921
2,259,orange,0.106701,0.916716,8,hide,0.0,False,0.10653,0.916648
2,260,orange,0.034377,0.934307,14,stare_at_window,0.0,False,0.034258,0.934244
2,261,orange,0.117571,0.882921,8,hide,0.0,False,0.117756,0.882978
2,262,orange,0.10653,0.916648,8,hide,0.0,False,0.107122,0.970118
2,263,orange,0.034258,0.934244,14,stare_at_window,0.0,False,0.03447,0.934322
2,264,orange,0.117756,0.882978,8,hide,0.0,False,0.117909,0.883045
2,265,orange,0.107122,0.970118,8,hide,0.0,False,0.107227,0.97017
2,266,orange,0.03447,0.934322,0,idle_wander,0.0,False,0.034651,0.934406
2,267,orange,0.117909,0.883045,8,hide,0.0,False,0.117815,0.883
2,268,orange,0.107227,0.97017,8,hide,0.0,False,0.107093,0.970119
2,269,orange,0.034651,0.934406,0,idle_wander,0.0,False,0.034592,0.934363
2,270,orange,0.117815,0.883,8,hide,0.0,False,0.117853,0.883019
2,271,orange,0.107093,0.970119,8,hide,0.5,False,0.107084,0.970128
2,272,orange,0.034592,0.934363,7,social_play,0.8,False,0.034303,0.934321
2,273,orange,0.117853,0.883019,8,hide,0.5,False,0.117745,0.882963
2,274,orange,0.107084,0.970128,8,hide,0.0,False,0.106929,0.970068
2,275,orange,0.034303,0.934321,0,idle_wander,0.0,False,0.034223,0.934264
2,276,orange,0.117745,0.882963,4,sleep,0.3,False,0.118835,0.883412
2,277,orange,0.106929,0.970068,8,hide,0.0,False,0.106779,0.970014
2,278,orange,0.034223,0.934264,0,idle_wander,0.0,False,0.034148,0.934213
2,279,orange,0.118835,0.883412,0,idle_wander,0.0,False,0.118393,0.883216
2,280,orange,0.106779,0.970014,10,curious_inspect,0.0,False,0.106314,0.96984
2,281,orange,0.034148,0.934213,0,idle_wander,0.0,False,0.033734,0.934008
2,282,orange,0.118393,0.883216,0,idle_wander,0.0,False,0.118658,0.883298
2,283,orange,0.106314,0.96984,8,hide,0.5,False,0.106532,0.969927
2,284,orange,0.033734,0.934008,0,idle_wander,0.0,False,0.034027,0.934129
2,285,orange,0.118658,0.883298,0,idle_wander,0.0,False,0.11876,0.883336
2,286,orange,0.106532,0.969927,5,play_with_toy,0.0,False,0.106609,0.969973
2,287,orange,0.034027,0.934129,0,idle_wander,0.0,False,0.034156,0.934193
2,288,orange,0.11876,0.883336,0,idle_wander,-0.2,False,0.11847,0.883185
2,289,orange,0.106609,0.969973,5,play_with_toy,-0.2,False,0.106296,0.969843
2,290,orange,0.034156,0.934193,0,idle_wander,-0.2,False,0.033894,0.934044
2,291,orange,0.11847,0.883185,0,idle_wander,0.0,False,0.118413,0.883146
2,292,orange,0.106296,0.969843,5,play_with_toy,0.0,False,0.105954,0.969682
2,293,orange,0.033894,0.934044,14,stare_at_window,0.0,False,0.033864,0.934021
2,294,orange,0.118413,0.883146,0,idle_wander,0.0,False,0.118072,0.883009
2,295,orange,0.105954,0.969682,4,sleep,0.3,False,0.077597,0.884936
2,296,orange,0.033864,0.934021,0,idle_wander,0.0,False,0.033552,0.933879
2,297,orange,0.118072,0.883009,0,idle_wander,0.0,False,0.118315,0.88308
2,298,orange,0.077597,0.884936,0,idle_wander,0.0,False,0.064147,0.920011
2,299,orange,0.033552,0.933879,0,idle_wander,0.0,False,0.033822,0.933987
2,300,orange,0.118315,0.88308,0,idle_wander,0.0,False,0.117881,0.882918
2,301,orange,0.064147,0.920011,0,idle_wander,0.0,False,0.077358,0.884829
2,302,orange,0.033822,0.933987,11,follow_player,-0.1,False,0.033416,0.933812
2,303,orange,0.117881,0.882918,0,idle_wander,0.0,False,0.117828,0.882886
2,304,orange,0.077358,0.884829,0,idle_wander,0.0,False,0.077282,0.884791
2,305,orange,0.033416,0.933812,14,stare_at_window,0.0,False,0.033391,0.933794
2,306,orange,0.117828,0.882886,0,idle_wander,0.0,False,0.117685,0.882834
2,307,orange,0.077282,0.884791,0,idle_wander,0.0,False,0.077115,0.884729
2,308,orange,0.033391,0.933794,14,stare_at_window,0.0,False,0.033275,0.933749
2,309,orange,0.117685,0.882834,8,hide,0.0,False,0.118189,0.882994
2,310,orange,0.077115,0.884729,0,idle_wander,0.0,False,0.063925,0.919906
2,311,orange,0.033275,0.933749,0,idle_wander,0.0,False,0.033807,0.933963
2,312,orange,0.118189,0.882994,8,hide,0.0,False,0.118125,0.882961
2,313,orange,0.063925,0.919906,0,idle_wander,0.0,False,0.063838,0.919868
2,314,orange,0.033807,0.933963,0,idle_wander,0.0,False,0.033771,0.933942
2,315,orange,0.118125,0.882961,8,hide,0.0,False,0.118201,0.882999
2,316,orange,0.063838,0.919868,0,idle_wander,0.0,False,0.06389,0.919906
2,317,orange,0.033771,0.933942,14,stare_at_window,0.0,False,0.033875,0.934001
2,318,orange,0.118201,0.882999,8,hide,0.0,False,0.117893,0.882852
2,319,orange,0.06389,0.919906,0,idle_wander,0.0,False,0.063558,0.919745
2,320,orange,0.033875,0.934001,0,idle_wander,0.0,False,0.033594,0.93385
2,321,orange,0.117893,0.882852,8,hide,0.0,False,0.116949,0.882648
2,322,orange,0.063558,0.919745,0,idle_wander,0.0,False,0.076267,0.884497
2,323,orange,0.033594,0.93385,0,idle_wander,0.0,False,0.032685,0.933587
2,324,orange,0.116949,0.882648,8,hide,0.0,False,0.116824,0.882625
2,325,orange,0.076267,0.884497,0,idle_wander,0.0,False,0.076119,0.884467
2,326,orange,0.032685,0.933587,14,stare_at_window,0.0,False,0.032588,0.933569
2,327,orange,0.116824,0.882625,8,hide,0.5,False,0.11687,0.8826
2,328,orange,0.076119,0.884467,0,idle_wander,0.0,False,0.076142,0.884443
2,329,orange,0.032588,0.933569,0,idle_wander,0.0,False,0.032662,0.933564
2,330,orange,0.11687,0.8826,0,idle_wander,0.0,False,0.116868,0.882577
2,331,orange,0.076142,0.884443,0,idle_wander,0.0,False,0.076116,0.884419
2,332,orange,0.032662,0.933564,0,idle_wander,0.0,False,0.032681,0.933557
2,333,orange,0.116868,0.882577,0,idle_wander,0.0,False,0.116704,0.882555
2,334,orange,0.076116,0.884419,0,idle_wander,0.0,False,0.075952,0.884387
2,335,orange,0.032681,0.933557,0,idle_wander,0.0,False,0.032544,0.933535
2,336,orange,0.116704,0.882555,0,idle_wander,0.0,False,0.116682,0.882535
2,337,orange,0.075952,0.884387,0,idle_wander,0.0,False,0.076168,0.884463
2,338,orange,0.032544,0.933535,3,eat,0.0,False,0.032549,0.933527
